"augmix","deepetpicker","id","meanshift","model","n_particles","name","nms_v2","notes","self_supervised","self_supervised_every","shrec/epoch","shrec/shrec_classification_f1_macro","shrec/shrec_classification_f1_micro","shrec/shrec_localization_avg_distance","shrec/shrec_localization_f1","shrec/shrec_n_unique_particles_found","shrec/shrec_n_unique_particles_not_found","shrec/shrec_val2_classification_f1_macro","shrec/shrec_val2_classification_f1_micro","shrec/shrec_val2_localization_avg_distance","shrec/shrec_val2_localization_f1","shrec/shrec_val2_n_unique_particles_found","shrec/shrec_val2_n_unique_particles_not_found","shrec/shrec_val4_classification_f1_macro","shrec/shrec_val4_classification_f1_micro","shrec/shrec_val4_localization_avg_distance","shrec/shrec_val4_localization_f1","shrec/shrec_val4_n_unique_particles_found","shrec/shrec_val4_n_unique_particles_not_found","shrec/shrec_val_classification_f1_macro","shrec/shrec_val_classification_f1_micro","shrec/shrec_val_localization_avg_distance","shrec/shrec_val_localization_f1","shrec/shrec_val_n_unique_particles_found","shrec/shrec_val_n_unique_particles_not_found"
"false","true","8vesoghz","false","deepetpicker","-1","golden-field-289","false","fp32 deepetpicker full shot","false","400","200","0.4715121200174063","0.5271565495207667","2.1256726915572","0.711706102117061","1143","422","0.24478012497512433","0.28664192949907236","2.7121768969017688","0.32753623188405795","565","513","0.5535613866585136","0.6406338426711942","1.9712660435084066","0.7701666225866173","1456","311","0.41501729919278535","0.47505584512285925","2.283323992056285","0.6400771952396269","995","348"
"false","true","8vesoghz","false","deepetpicker","-1","golden-field-289","false","fp32 deepetpicker full shot","false","400","300","0.46613981641149177","0.5361022364217253","2.0792408842128522","0.6918949449308105","1225","340","0.2684108568914118","0.31910946196660483","2.6565907640794366","0.3765296517100722","600","478","0.5508772425400366","0.6525183927560838","1.9100027140569573","0.7209028920761816","1533","234","0.43308996018855345","0.530156366344006","2.0582353185951954","0.6571010248901904","1122","221"
"false","true","8vesoghz","false","deepetpicker","-1","golden-field-289","false","fp32 deepetpicker full shot","false","400","400","0.49626714175774783","0.5437699680511182","2.008273252797559","0.712573009529665","1159","406","0.2879234908480698","0.32560296846011133","2.552896543016298","0.4927916120576671","564","514","0.6461546207819912","0.7425014148273911","1.8449914688449358","0.7773437499999999","1592","175","0.5704624289720913","0.6656738644825019","1.9498766103548208","0.7130935251798561","1239","104"
"false","true","8vesoghz","false","deepetpicker","-1","golden-field-289","false","fp32 deepetpicker full shot","false","400","500","0.5541605642929432","0.6281150159744409","1.9407116239110616","0.7281258625448522","1319","246","0.3235911806669128","0.3608534322820037","2.6176907522605224","0.4355300859598854","608","470","0.6494495825034355","0.7538200339558574","1.806714229116147","0.7841346153846155","1631","136","0.5328897126031039","0.6291883842144452","1.9656240810570744","0.7030945079453582","1261","82"
"false","false","8efzrfaj","false","df","-1","generous-shape-288","false","fp32 df full shot","false","400","100","0.3370044752328917","0.3035143769968051","2.5760130541528596","0.44406875176105953","788","777","0.23839496625153206","0.22077922077922077","3.006695452189699","0.33395592080687336","447","631","0.3496318172567842","0.33276740237691","2.5511479588345582","0.4762110726643599","1101","666","0.28665413361076686","0.29784065524944153","2.793310893687244","0.5026455026455027","1045","298"
"false","false","8efzrfaj","false","df","-1","generous-shape-288","false","fp32 df full shot","false","400","200","0.48878204049191804","0.4696485623003195","2.3886562950041497","0.5818633540372671","1171","394","0.3502223480454904","0.33116883116883117","2.7992642018543417","0.33591160220994476","608","470","0.5425817665357422","0.5523486134691568","2.3173400114613334","0.6443532714316562","1492","275","0.4411466137331636","0.469843633655994","2.456450066156855","0.56615709014233","1074","269"
"false","false","8efzrfaj","false","df","-1","generous-shape-288","false","fp32 df full shot","false","400","300","0.5280718628892089","0.5111821086261981","2.2131335999891686","0.6657151013417071","1166","399","0.3572385356950342","0.336734693877551","2.693733922650838","0.36126739709801603","610","468","0.5959397512307119","0.6168647425014149","2.146479550758422","0.729171611678139","1536","231","0.5360163844483153","0.5621742367833209","2.212824696407133","0.606679960119641","1217","126"
"false","false","8efzrfaj","false","df","-1","generous-shape-288","false","fp32 df full shot","false","400","400","0.5681217964960259","0.5571884984025559","2.147293890467531","0.662962962962963","1253","312","0.4019856126000056","0.3747680890538033","2.6367256467990714","0.3772594752186589","647","431","0.6288873125256965","0.6553480475382003","2.0689601897238226","0.7120141342756184","1612","155","0.5588099754341569","0.5934475055845123","2.1504259994115658","0.5854562297359889","1264","79"
"false","false","8efzrfaj","false","df","-1","generous-shape-288","false","fp32 df full shot","false","400","500","0.5792045494284276","0.5750798722044729","2.10753912489447","0.7005405405405405","1296","269","0.3999883734324835","0.38311688311688313","2.64560237123792","0.40179104477611943","673","405","0.6376008503048343","0.66723259762309","2.0339768249046344","0.7396889790398918","1641","126","0.5824926378367342","0.6217423678332092","2.083161218879876","0.6383299798792755","1269","74"
"false","false","8efzrfaj","false","df","-1","generous-shape-288","false","fp32 df full shot","false","400","600","0.620924735470992","0.6293929712460063","2.0346195502639057","0.6441631504922645","1374","191","0.425445514565194","0.39332096474953615","2.5958775415899424","0.3874378109452737","623","455","0.6658926027577269","0.6921335597057159","1.938393958434278","0.6939032055311125","1656","111","0.5701444937047924","0.6083395383469844","2.0260689322478256","0.6643979057591624","1269","74"
"false","false","8efzrfaj","false","df","-1","generous-shape-288","false","fp32 df full shot","false","400","700","0.5952552091863109","0.5840255591054313","1.9740309758756573","0.7146144994246261","1242","323","0.41868031561566293","0.38404452690166974","2.497649078931417","0.4442793462109956","598","480","0.699359939609557","0.7289190718732315","1.8490220420906234","0.7777248929081388","1634","133","0.6088365446551693","0.6411020104244229","2.0168556204725276","0.7042488197722854","1268","75"
"false","false","8efzrfaj","false","df","-1","generous-shape-288","false","fp32 df full shot","false","400","800","0.6336159628848884","0.6485623003194888","2.0520060611340765","0.634619724667118","1406","159","0.45220616395871266","0.4267161410018553","2.5743046660936564","0.38147437654151817","696","382","0.683408637094476","0.7221279003961517","1.9599178078814685","0.6859235150528886","1686","81","0.5866942787965341","0.6306775874906925","1.9813476716014224","0.5799157614719574","1308","35"
"false","false","8efzrfaj","false","df","-1","generous-shape-288","false","fp32 df full shot","false","400","900","0.6322734738198379","0.6376996805111821","1.9721290836000736","0.6866952789699571","1360","205","0.42349468771134574","0.39517625231910947","2.5183323341331936","0.4588068181818182","646","432","0.7064217898604703","0.7425014148273911","1.8632968432482846","0.7267996530789246","1676","91","0.6245139850270807","0.6589724497393894","1.9761992308072325","0.5881555153707053","1301","42"
"false","false","8efzrfaj","false","df","-1","generous-shape-288","false","fp32 df full shot","false","400","1000","0.6449814280625485","0.6485623003194888","1.9732425284899713","0.7263385613845322","1343","222","0.41721786830823443","0.3914656771799629","2.452456525120598","0.47281141534901655","613","465","0.737640545035065","0.7719298245614035","1.8681735078818718","0.7787075778707578","1675","92","0.6181609638681145","0.6641846612062546","1.9859267946014034","0.6846030900372936","1285","58"
"false","false","8efzrfaj","false","df","-1","generous-shape-288","false","fp32 df full shot","false","400","1100","0.6431182123968758","0.6549520766773163","1.9484134671493039","0.6943825785696609","1403","162","0.427500283018002","0.4137291280148423","2.4819236060659957","0.43973941368078173","675","403","0.7290706106957329","0.7668364459535937","1.8055203135078897","0.7381056307289392","1691","76","0.6086039272400854","0.659717051377513","1.9524294429189444","0.6543428716130665","1292","51"
"false","false","8efzrfaj","false","df","-1","generous-shape-288","false","fp32 df full shot","false","400","1200","0.6402456427694162","0.6568690095846645","2.005532290681936","0.6975","1395","170","0.4154699876772196","0.3979591836734694","2.4428413279138175","0.49082568807339444","642","436","0.7336845455292832","0.7713638936049801","1.8011764649840436","0.7550290567724631","1689","78","0.6541261612236926","0.6932241250930752","1.9450143238392559","0.6489898989898989","1285","58"
"false","false","8efzrfaj","false","df","-1","generous-shape-288","false","fp32 df full shot","false","400","1300","0.6601504836887331","0.6741214057507987","1.9678958444693353","0.6774423579748038","1425","140","0.458811156706789","0.42393320964749537","2.4532155368688415","0.45174680041508125","653","425","0.7527527793368013","0.788907753254103","1.8100888236778172","0.7397438680269156","1704","63","0.6546787015943748","0.6902457185405808","1.9615198716207682","0.6325940212150435","1312","31"
"true","true","6x3op931","false","deepetpicker","10","royal-firebrand-285","false","fp32 10 deepetpicker cc3d self conf2 augmix","true","1","600","0.025416301489921123","0.01853035143769968","6.075549760123591","0.0516923076923077","42","1523","0","0","Infinity","0","0","1078","0.019127316198445904","0.018109790605546124","5.808910452355061","0.07779419005416052","79","1688","0","0","Infinity","0","0","1343"
"true","true","6x3op931","false","deepetpicker","10","royal-firebrand-285","false","fp32 10 deepetpicker cc3d self conf2 augmix","true","1","1200","0.05056890012642225","0.051118210862619806","5.0638313608678","0.12345679012345678","105","1460","0.0012755102040816326","0.0009276437847866419","10.04987562112089","0.0017777777777777774","1","1077","0.039812646370023415","0.04810413129598189","5.227197776296489","0.13922227556409025","145","1622","0","0","5.9329527527711825","0.0029542097488921715","2","1341"
"true","true","6x3op931","false","deepetpicker","10","royal-firebrand-285","false","fp32 10 deepetpicker cc3d self conf2 augmix","true","1","1800","0.04155844155844156","0.04089456869009585","5.1340201292017325","0.11412103746397693","99","1466","0","0","Infinity","0","0","1078","0.0354573484069887","0.03904923599320883","5.425465020223997","0.11142587346553352","118","1649","0.0013736263736263737","0.0007446016381236039","4.5369090704828","0.015078821110349555","11","1332"
"true","true","6x3op931","false","deepetpicker","10","royal-firebrand-285","false","fp32 10 deepetpicker cc3d self conf2 augmix","true","1","2400","0.02784651918510186","0.021086261980830672","4.618204835340661","0.08574879227053141","71","1494","0","0","Infinity","0","0","1078","0.02721224028778344","0.01867572156196944","5.7105541924050485","0.05315947843530591","53","1714","0","0","Infinity","0","0","1343"
"true","true","6x3op931","false","deepetpicker","10","royal-firebrand-285","false","fp32 10 deepetpicker cc3d self conf2 augmix","true","1","3000","0.012298959318826868","0.008306709265175719","3.2509470734633314","0.04438964241676942","36","1529","0","0","Infinity","0","0","1078","0.013477088948787063","0.008488964346349746","4.45997961019993","0.028384279475982536","26","1741","0","0","Infinity","0","0","1343"
"true","true","6x3op931","false","deepetpicker","10","royal-firebrand-285","false","fp32 10 deepetpicker cc3d self conf2 augmix","true","1","3600","0.012678314491264133","0.0076677316293929714","4.817761027589316","0.034934497816593885","28","1537","0","0","Infinity","0","0","1078","0.023637230378634903","0.015280135823429542","5.554981905461582","0.03677663601946998","34","1733","0.0015037593984962405","0.0007446016381236039","5.64315803240217","0.0029218407596785976","2","1341"
"true","true","6x3op931","false","deepetpicker","10","royal-firebrand-285","false","fp32 10 deepetpicker cc3d self conf2 augmix","true","1","4200","0.0376871483927445","0.025559105431309903","4.8827988861725204","0.07590361445783132","63","1502","0","0","Infinity","0","0","1078","0.030775075987841943","0.020939445387662705","5.6937615667361845","0.053784860557768925","54","1713","0","0","Infinity","0","0","1343"
"true","true","6x3op931","false","deepetpicker","10","royal-firebrand-285","false","fp32 10 deepetpicker cc3d self conf2 augmix","true","1","4800","0.027265905811360357","0.023003194888178913","4.157104479931188","0.13955984970477728","130","1435","0","0","Infinity","0","0","1078","0.022759584779838582","0.015280135823429542","4.623561860835552","0.06022845275181724","58","1709","0.0014577259475218659","0.0007446016381236039","5.414025558567837","0.008689355539464158","6","1337"
"true","true","6x3op931","false","deepetpicker","10","royal-firebrand-285","false","fp32 10 deepetpicker cc3d self conf2 augmix","true","1","5400","0.02018393792587341","0.021086261980830672","3.6908803622388375","0.17772778402699665","158","1407","0","0","Infinity","0","0","1078","0.012374691500764248","0.009620826259196379","4.906058847594972","0.08337675872850442","80","1687","0","0","5.526497518762788","0.005809731299927379","4","1339"
"true","true","6x3op931","false","deepetpicker","10","royal-firebrand-285","false","fp32 10 deepetpicker cc3d self conf2 augmix","true","1","6000","0.014601104683465701","0.008945686900958467","4.22809533154714","0.038153846153846156","31","1534","0","0","Infinity","0","0","1078","0.020005811744193847","0.01245048104131296","5.042234528243816","0.029801324503311258","27","1740","0.0014285714285714286","0.0007446016381236039","5.616060879782699","0.011291460832745237","8","1335"
"true","true","6x3op931","false","deepetpicker","10","royal-firebrand-285","false","fp32 10 deepetpicker cc3d self conf2 augmix","true","1","6600","0.09621418844952341","0.08370607028753993","4.247578239042743","0.27796610169491526","287","1278","0","0","Infinity","0","0","1078","0.07879235454666489","0.06960950764006792","4.8234193723817675","0.22295897223373395","269","1498","0.0014144271570014145","0.0007446016381236039","5.140298155916079","0.01127554615926709","8","1335"
"true","true","6x3op931","false","deepetpicker","10","royal-firebrand-285","false","fp32 10 deepetpicker cc3d self conf2 augmix","true","1","7200","0.025777495232040686","0.01853035143769968","3.7459817205909784","0.07051671732522796","58","1507","0","0","Infinity","0","0","1078","0.025539585163958305","0.01697792869269949","4.5999963933175545","0.061455525606469","57","1710","0.0013736263736263737","0.0007446016381236039","4.6257937138670435","0.0148347943358058","11","1332"
"true","true","6x3op931","false","deepetpicker","10","royal-firebrand-285","false","fp32 10 deepetpicker cc3d self conf2 augmix","true","1","7800","0.07546660049400088","0.0670926517571885","4.125415697178091","0.23523093447905474","219","1346","0","0","Infinity","0","0","1078","0.08100740874384436","0.07640067911714771","4.580020470563226","0.26094890510948904","286","1481","0","0","4.249617138162217","0.013708019191226868","10","1333"
"true","true","71p0sf8b","false","deepetpicker","10","zany-snowball-284","false","fp32 10 deepetpicker self conf1  augmix","true","400","600","0.09740259740259741","0.024920127795527155","5.227490285495882","0.0539546290619252","44","1521","0.07702608602496117","0.016697588126159554","5.853145769322152","0.0359364201796821","26","1052","0.10340531561461794","0.04867006225240521","5.64798948113382","0.10984632896983494","193","1574","0.03968253968253969","0.007446016381236039","4.648613433872203","0.03617269544924154","31","1312"
"true","true","71p0sf8b","false","deepetpicker","10","zany-snowball-284","false","fp32 10 deepetpicker self conf1  augmix","true","400","1200","0.1127961529439362","0.04536741214057508","4.854529311908984","0.11875367430922987","101","1464","0.07142857142857142","0.01020408163265306","0.8402400624653896","0.019748653500897665","11","1067","0.10729291716686674","0.054895302773061684","4.711793733361774","0.18798011748757343","208","1559","0.002560163850486431","0.007446016381236039","4.506651742136839","0.38865248226950355","548","795"
"true","true","71p0sf8b","false","deepetpicker","10","zany-snowball-284","false","fp32 10 deepetpicker self conf1  augmix","true","400","1800","0.16103366418987503","0.10926517571884985","4.191963716642175","0.298492950899368","307","1258","0.08664021164021163","0.0287569573283859","5.361432236069321","0.0592948717948718","37","1041","0.13432054449255554","0.09451046972269384","4.005278515901771","0.28458809617658654","361","1406","0.0021008403361344537","0.007446016381236039","4.547218241652022","0.28296760710553814","677","666"
"true","true","71p0sf8b","false","deepetpicker","10","zany-snowball-284","false","fp32 10 deepetpicker self conf1  augmix","true","400","2400","0.14526303765635862","0.10415335463258786","3.7196003389264964","0.33801717408274784","433","1132","0.07272268450817232","0.012059369202226345","3.514012794899952","0.03617571059431525","21","1057","0.14795230443721433","0.11262026032823995","3.8847127783098188","0.31182795698924737","464","1303","0.004874275554734581","0.008190618019359643","4.522506394079358","0.39538346984363365","531","812"
"true","true","71p0sf8b","false","deepetpicker","10","zany-snowball-284","false","fp32 10 deepetpicker self conf1  augmix","true","400","3000","0.1421961497149467","0.07092651757188498","4.4213952850122915","0.215625","207","1358","0.06802721088435373","0.00927643784786642","1.2942810279756831","0.018214936247723135","10","1068","0.14252455741535136","0.07809847198641766","4.987995651652778","0.1967769296013571","232","1535","0.020737327188940093","0.006701414743112435","4.203278435903788","0.07262569832402234","52","1291"
"true","true","71p0sf8b","false","deepetpicker","10","zany-snowball-284","false","fp32 10 deepetpicker self conf1  augmix","true","400","3600","0.162058568188105","0.08881789137380192","3.961719195996432","0.28960396039603964","351","1214","0.06043956043956044","0.01020408163265306","1.8009252061081538","0.02717391304347826","15","1063","0.13813954393068623","0.08092812676853424","4.300824298701801","0.2703125","346","1421","0.001714971702966901","0.007446016381236039","4.421590224448523","0.13809883379478144","823","520"
"true","true","71p0sf8b","false","deepetpicker","10","zany-snowball-284","false","fp32 10 deepetpicker self conf1  augmix","true","400","4200","0.15596318382162305","0.07476038338658147","4.2981783885417695","0.19378620326487628","184","1381","0.06547619047619048","0.01020408163265306","1.577393897828049","0.023090586145648313","13","1065","0.13899048924712123","0.07866440294284098","4.920885506315068","0.19381289601192694","260","1507","0.0025714285714285713","0.006701414743112435","4.498337446547509","0.425531914893617","490","853"
"true","true","71p0sf8b","false","deepetpicker","10","zany-snowball-284","false","fp32 10 deepetpicker self conf1  augmix","true","400","4800","0.21016488082835824","0.1597444089456869","4.150003571633346","0.3251262626262626","515","1050","0.0582010582010582","0.01020408163265306","2.719741661595366","0.03335649756775538","24","1054","0.19058829211190262","0.1624221844934918","4.625163734573382","0.2683905483727151","602","1165","0.007388933226922053","0.011169024571854059","4.584339061597032","0.3968690501375079","938","405"
"true","true","71p0sf8b","false","deepetpicker","10","zany-snowball-284","false","fp32 10 deepetpicker self conf1  augmix","true","400","5400","0.14518497741983252","0.07348242811501597","4.686649067755742","0.2698564593301435","282","1283","0.07142857142857142","0.01020408163265306","1.5240604268075932","0.02","11","1067","0.1460929910955767","0.08262591963780419","5.108868476935498","0.2733705772811918","367","1400","0.004023285727546379","0.008190618019359643","4.2908394595288835","0.47113358617783396","559","784"
"true","true","71p0sf8b","false","deepetpicker","10","zany-snowball-284","false","fp32 10 deepetpicker self conf1  augmix","true","400","6000","0.17571023029646532","0.10926517571884985","4.619038278223888","0.2913140311804009","327","1238","0.06832298136645963","0.01020408163265306","1.56775719121105","0.020924149956408022","12","1066","0.1801709237632135","0.1284663271080928","4.82234244585539","0.3100137174211249","452","1315","0.004052684903748734","0.008190618019359643","4.259968490189127","0.48329718004338396","557","786"
"true","true","71p0sf8b","false","deepetpicker","10","zany-snowball-284","false","fp32 10 deepetpicker self conf1  augmix","true","400","6600","0.16637441726172872","0.11629392971246007","4.374663686001139","0.3433222345541991","464","1101","0.027104591836734693","0.012059369202226345","3.6384806350388916","0.07255369928400954","76","1002","0.1487340335679084","0.12337294850028296","4.793271982024051","0.3478490366851412","659","1108","0.0035094106391445334","0.008190618019359643","4.319551032119926","0.5071428571428571","710","633"
"true","true","71p0sf8b","false","deepetpicker","10","zany-snowball-284","false","fp32 10 deepetpicker self conf1  augmix","true","400","7200","0.1517423653780833","0.09840255591054313","4.492845682374754","0.324396782841823","363","1202","0.051993145743145744","0.012059369202226345","3.0944902865182025","0.04566210045662101","30","1048","0.13945626691873877","0.10526315789473684","4.8532771838327395","0.3786702666216672","561","1206","0.0017768301350390904","0.007446016381236039","4.395835586640663","0.5465116279069767","799","544"
"true","true","71p0sf8b","false","deepetpicker","10","zany-snowball-284","false","fp32 10 deepetpicker self conf1  augmix","true","400","7800","0.14429854169604164","0.06900958466453674","4.159112864104101","0.22439526505404014","218","1347","0.06285714285714286","0.01020408163265306","2.3246837734956047","0.025177025963808025","16","1062","0.1256950935715931","0.07809847198641766","4.925903534012023","0.2845059592464437","370","1397","0.004520957319097852","0.008190618019359643","4.2752578450827246","0.4060869565217391","467","876"
"false","true","yv76v588","false","deepetpicker","10","leafy-sound-283","false","fp32 10 deepetpicker cc3d self conf1  no augmix","true","400","600","0.15831053091627714","0.08370607028753993","4.645360621419446","0.17104527669088876","153","1412","0.0642857142857143","0.008348794063079777","1.3153771999827153","0.016393442622950817","9","1069","0.12222214467182223","0.053763440860215055","5.353210117989144","0.13365155131264916","140","1627","0.06686046511627906","0.04616530156366344","7.449187585208956","0.007625844951024306","515","828"
"false","true","yv76v588","false","deepetpicker","10","leafy-sound-283","false","fp32 10 deepetpicker cc3d self conf1  no augmix","true","400","1200","0.1685680715754343","0.1207667731629393","3.990573222594204","0.28780864197530864","373","1192","0.05555555555555556","0.006493506493506494","3.6573351450698715","0.010452051215050953","20","1058","0.13678580750219552","0.1035653650254669","4.228910403443896","0.2231053079761567","393","1374","0.04021879021879022","0.05212211466865227","7.735882352542878","0.00927631761667145","501","842"
"false","true","yv76v588","false","deepetpicker","10","leafy-sound-283","false","fp32 10 deepetpicker cc3d self conf1  no augmix","true","400","1800","0.1643453804421615","0.10862619808306709","3.8386952087159965","0.27746947835738067","375","1190","0.06015037593984962","0.0074211502782931356","3.1539608297468886","0.011274934952298353","13","1065","0.1327221413893888","0.07526881720430108","4.230182736205919","0.2217543859649123","316","1451","0.0115127506808616","0.06924795234549516","6.5728797425904615","0.009006561802331009","1061","282"
"false","true","yv76v588","false","deepetpicker","10","leafy-sound-283","false","fp32 10 deepetpicker cc3d self conf1  no augmix","true","400","2400","0.17775717625485551","0.10670926517571885","3.9640522379693985","0.2957303370786517","329","1236","0.06015037593984962","0.0074211502782931356","3.8278892611777344","0.010101010101010102","19","1059","0.13412698412698412","0.07130730050933787","4.418991011745426","0.19775975280030897","256","1511","0.04854709049339922","0.05063291139240506","7.218349896103569","0.005355970954971738","506","837"
"false","true","yv76v588","false","deepetpicker","10","leafy-sound-283","false","fp32 10 deepetpicker cc3d self conf1  no augmix","true","400","3000","0.14305910695350055","0.0900958466453674","4.046270086798886","0.2938699110903136","314","1251","0.07867651838530043","0.09090909090909091","6.179621414613742","0.011253177451755096","591","487","0.06006842318458217","0.030560271646859084","4.73681988951324","0.13130434782608696","151","1616","0","0","5.371457900435891","0.004140786749482402","4","1339"
"false","true","yv76v588","false","deepetpicker","10","leafy-sound-283","false","fp32 10 deepetpicker cc3d self conf1  no augmix","true","400","3600","0.11386505031777913","0.06964856230031949","4.362537221894209","0.27624309392265195","300","1265","0.07887455034840138","0.10204081632653061","6.867891698075288","0.0211044811981899","527","551","0.06880075179586449","0.03338992642897567","5.162539863384309","0.15934959349593497","196","1571","0.002484472049689441","0.0014892032762472078","7.047568507035431","0.0030523759972251128","22","1321"
"false","true","yv76v588","false","deepetpicker","10","leafy-sound-283","false","fp32 10 deepetpicker cc3d self conf1  no augmix","true","400","4200","0.10258980929640968","0.07284345047923323","4.454511363157416","0.25950570342205326","273","1292","0.06521428571428571","0.07142857142857142","6.785485100865617","0.011063841736517697","394","684","0.03530868376946048","0.03169213355970572","5.5912402431423285","0.16146044624746447","199","1568","0","0","Infinity","0","0","1343"
"false","true","yv76v588","false","deepetpicker","10","leafy-sound-283","false","fp32 10 deepetpicker cc3d self conf1  no augmix","true","400","4800","0.1258833669895285","0.08434504792332269","4.195420314447002","0.3102155576382381","331","1234","0.06382093933463796","0.05009276437847866","6.984430857130047","0.01208529699967337","259","819","0.04828232448593","0.03904923599320883","5.401785593395132","0.14950021729682747","172","1595","0","0","6.699375940729296","0.004213483146067416","3","1340"
